dgp	n	model	rep	error
G2-irrelevant-dims	12	qda	16	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	17	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	18	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	19	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	20	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	21	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	22	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	23	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	24	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	25	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	26	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	27	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	28	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	29	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	30	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	31	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	32	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	33	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	34	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	35	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	36	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	37	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	38	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	39	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	40	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	41	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	42	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	43	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	44	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	45	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	46	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	47	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	48	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	49	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	50	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	51	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	52	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	53	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	54	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	55	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	56	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	57	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	58	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	59	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	60	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	61	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	62	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	63	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	64	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	65	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	66	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	67	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	68	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	69	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	70	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	71	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	72	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	73	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	74	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	75	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	76	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	77	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	78	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	79	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	80	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	81	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	82	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	83	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	84	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	85	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	86	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	87	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	88	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	89	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	90	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	91	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	92	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	93	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	94	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	95	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	96	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	97	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	98	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	12	qda	99	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 6 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	0	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	1	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	2	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	3	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	4	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	5	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	6	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	7	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	8	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	9	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	10	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	11	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	12	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	13	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	14	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	15	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	16	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	17	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	18	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	19	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	20	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	21	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	22	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	23	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	24	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	25	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	26	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	27	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	28	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	29	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	30	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	20	qda	31	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 10 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
